"HOME","HPTS","H2PM","H2PA","H3PM","H3PA","HFTM","HFTA","HORB","HDRB","HAST","HSTL","HTOV","HBLK","HPF","AWAY","APTS","A2PM","A2PA","A3PM","A3PA","AFTM","AFTA","AORB","ADRB","AAST","ASTL","ATOV","ABLK","APF","WIN"
"POR",103.8333,59.5,29.33333,27.83333,10.33333,14.16666,18.33333,13.66666,36.0,23.5,6.0,13.16666,6.0,20.16666,"CHA",94.0,59.5,29.5,16.5,5.5,18.5,24.0,8.0,29.25,18.5,5.75,12.0,1.5,16.25,1
"TOR",107.2,57.4,28.2,23.4,8.2,26.2,31.4,9.4,33.6,21.4,9.0,12.8,4.8,21.4,"ORL",92.2,66.2,30.8,17.0,6.6,10.8,15.8,11.0,34.0,20.6,7.4,17.2,5.0,23.0,1
"ATL",101.6666,54.66666,27.33333,20.66666,8.333333,22.0,29.0,9.333333,32.0,22.33333,9.333333,12.66666,5.0,16.33333,"UTA",96.6,54.2,27.8,24.2,8.2,16.4,22.0,9.2,29.4,22.4,6.8,13.2,3.6,18.8,1
"BOS",105.75,56.5,32.25,27.0,9.0,14.25,17.5,10.5,30.25,26.0,6.75,14.75,3.5,22.25,"OKC",89.83333,56.16666,26.33333,20.83333,6.333333,18.16666,24.5,10.66666,33.0,19.5,4.666666,15.66666,3.5,22.33333,1
"DEN",102.0,63.25,28.75,25.0,7.5,22.0,28.0,13.0,32.5,20.5,6.5,13.75,4.5,25.5,"POR",108.6666,55.66666,26.66666,28.0,11.66666,20.33333,24.33333,10.33333,32.0,25.0,4.666666,13.33333,6.666666,24.33333,0
"MIA",96.4,51.6,26.2,22.6,8.8,17.6,24.6,9.6,28.2,20.4,8.2,13.6,3.6,20.8,"IND",91.25,58.75,25.75,26.0,8.25,15.0,17.25,13.75,35.25,19.5,3.75,16.0,6.25,21.75,1
"MIN",101.0,69.33333,32.33333,11.33333,4.666666,22.33333,29.66666,10.66666,31.33333,22.0,7.666666,11.66666,4.333333,22.33333,"HOU",107.4,45.4,21.8,31.0,14.4,20.6,28.0,11.4,30.0,22.8,8.2,16.2,5.4,25.6,0
"NOP",103.5,70.0,34.5,18.25,6.0,16.5,24.0,14.75,35.25,24.25,6.5,11.75,9.75,19.75,"LAL",101.75,68.75,33.0,17.5,5.5,19.25,24.75,13.75,24.0,19.5,8.5,14.25,4.25,20.25,1
"NYK",87.8,63.2,28.0,19.4,6.6,12.0,15.8,11.8,27.4,19.6,5.0,12.6,3.4,24.8,"ORL",93.0,64.83333,30.16666,16.16666,6.5,13.16666,18.5,9.833333,33.83333,20.5,6.833333,16.0,4.333333,22.33333,0
"PHX",105.8333,56.66666,28.5,26.0,9.333333,20.83333,25.33333,9.333333,32.33333,17.83333,7.333333,15.33333,3.833333,23.33333,"BKN",103.6666,58.33333,31.0,22.0,7.666666,18.66666,23.66666,9.666666,31.66666,18.33333,6.0,15.66666,4.666666,23.0,1
"WAS",103.6666,68.66666,33.33333,13.66666,4.666666,23.0,29.66666,8.0,33.0,26.33333,11.66666,14.0,6.0,21.66666,"DET",91.0,63.25,28.0,20.75,7.25,13.25,19.75,9.5,34.5,18.25,4.25,13.75,5.5,24.25,1
"DAL",112.6,55.2,30.6,26.8,10.4,20.2,25.4,10.6,30.4,25.4,8.6,13.0,6.8,20.2,"PHI",82.5,58.5,23.5,26.25,7.0,14.5,25.75,14.0,26.25,16.25,9.25,17.75,5.0,23.5,1
"GSW",113.75,53.75,31.0,25.5,11.0,18.75,22.25,7.75,33.5,28.0,7.25,18.0,5.25,20.0,"BKN",102.5,62.0,32.25,20.5,6.5,18.5,22.75,9.0,32.25,18.5,5.75,14.75,4.0,22.75,1
"MEM",104.0,66.0,34.0,12.25,4.5,22.5,29.25,9.75,28.5,21.25,8.0,12.5,4.25,22.0,"SAC",103.8333,63.0,30.33333,15.16666,5.0,28.16666,34.5,11.66666,35.0,18.33333,6.666666,15.5,4.666666,26.5,1
"TOR",104.8333,58.5,28.0,23.66666,8.166666,24.33333,29.66666,10.0,32.16666,20.66666,9.333333,13.0,5.166666,22.5,"CHI",104.6,53.2,28.6,20.4,7.4,25.2,33.2,9.4,33.6,22.2,6.2,16.2,5.6,19.8,1
"ATL",104.75,52.75,28.25,22.5,9.0,21.25,27.5,7.75,32.25,25.0,9.5,12.75,5.0,17.25,"MIA",102.75,55.0,28.25,22.5,8.75,20.0,26.25,6.5,28.75,27.5,9.75,12.75,2.5,22.0,1
"BOS",108.8,58.8,34.2,25.6,8.4,15.2,18.6,10.0,30.4,27.2,6.8,14.6,3.0,23.0,"CLE",105.6,66.4,30.6,19.6,6.4,25.2,31.4,10.8,30.2,17.8,6.2,10.8,3.8,18.8,1
"HOU",94.25,43.75,21.5,34.25,9.75,22.0,32.75,11.75,34.75,16.75,11.75,20.25,6.25,21.5,"PHI",83.4,58.6,24.2,25.2,7.0,14.0,24.2,14.0,27.4,16.8,9.4,18.8,5.0,24.4,1
"IND",91.16666,58.83333,27.5,21.83333,7.333333,14.16666,21.33333,12.0,32.5,16.5,4.0,15.0,6.333333,19.66666,"DEN",102.0,62.5,30.5,22.5,7.25,19.25,26.5,12.25,31.25,19.25,5.25,13.5,6.75,27.5,0
"LAL",98.8,66.2,30.2,15.0,4.8,24.0,32.2,11.4,30.4,20.2,6.6,12.2,4.0,25.6,"SAS",93.0,62.4,28.6,22.4,6.4,16.6,20.8,8.4,32.6,22.6,8.8,10.4,2.2,21.6,1
"NOP",110.6,68.8,35.8,18.6,7.8,15.6,22.4,12.4,34.4,25.6,7.8,12.0,8.4,21.8,"MIN",97.0,70.2,31.2,15.4,4.8,20.2,26.8,13.8,30.6,18.4,8.0,16.8,4.0,19.6,1
"NYK",89.83333,65.0,29.0,17.5,6.333333,12.83333,16.5,11.0,26.83333,18.83333,6.166666,11.83333,3.0,25.0,"UTA",97.5,53.16666,27.5,23.83333,8.5,17.0,22.5,9.5,29.16666,22.83333,6.666666,14.0,4.333333,19.0,0
"OKC",95.25,58.5,28.0,24.75,9.0,12.25,18.75,9.25,32.5,19.75,6.25,14.5,5.0,20.75,"DET",92.0,62.2,27.8,22.8,8.0,12.4,18.8,10.4,35.8,18.2,5.0,14.2,5.4,22.8,1
"ORL",101.5,63.75,32.0,17.25,7.0,16.5,23.5,8.5,34.0,21.5,4.75,17.0,4.25,25.5,"MIL",94.0,60.8,30.4,19.2,6.0,15.2,18.4,8.4,29.4,21.6,10.0,16.4,5.6,23.8,1
"PHX",104.2857,56.71428,28.57142,26.42857,9.142857,19.71428,23.71428,9.571428,32.57142,17.57142,6.714285,14.71428,4.142857,23.28571,"CHA",95.8,62.6,30.0,16.4,5.8,18.4,23.0,9.2,29.8,19.0,5.6,11.0,1.8,16.0,1
"CHI",99.8,65.4,30.6,20.2,7.8,15.2,20.4,10.2,31.2,22.8,5.4,12.4,8.0,20.0,"IND",92.8,58.8,26.6,24.4,8.0,15.6,18.8,13.0,35.4,19.2,4.0,15.6,6.2,21.8,1
"CLE",111.6666,53.0,26.66666,27.33333,13.66666,17.33333,21.0,11.66666,30.0,29.0,6.666666,13.66666,3.0,14.0,"ATL",99.6,59.4,28.2,25.8,9.4,15.0,19.0,9.4,29.0,25.2,8.2,16.4,5.4,22.0,1
"DAL",115.6666,57.33333,32.83333,26.66666,10.0,20.0,25.0,10.83333,30.0,26.33333,8.0,12.0,7.333333,20.83333,"MIN",100.3333,70.0,32.0,15.66666,5.166666,20.83333,27.16666,13.5,30.33333,19.33333,7.0,16.83333,3.666666,21.33333,1
"GSW",113.4,55.2,31.6,25.6,11.0,17.2,20.6,8.4,34.8,28.4,7.2,17.2,4.8,21.0,"CHA",94.33333,63.33333,29.16666,16.5,6.0,18.0,23.83333,9.333333,30.0,18.16666,5.5,11.16666,1.833333,15.5,1
"LAC",100.5,55.33333,27.83333,24.5,8.333333,19.83333,25.5,8.333333,30.16666,22.5,7.5,11.83333,6.833333,22.33333,"PHX",103.3333,66.0,30.33333,26.33333,8.0,18.66666,23.0,11.66666,31.33333,23.66666,7.666666,11.33333,5.666666,27.0,0
"MEM",102.2,67.0,32.8,12.8,4.4,23.4,30.0,11.4,29.8,20.6,7.4,11.6,4.2,21.2,"DET",91.33333,61.16666,27.16666,23.33333,8.333333,12.0,18.5,10.16666,35.5,17.66666,4.833333,13.33333,5.5,22.66666,1
"POR",102.8571,58.42857,28.28571,27.57142,10.42857,15.0,19.57142,13.57142,35.71428,23.85714,6.0,13.28571,5.571428,19.57142,"BKN",99.4,63.6,32.6,20.2,5.4,18.0,21.6,9.6,32.0,17.8,6.0,13.6,3.6,23.0,1
"SAC",101.25,65.25,30.5,15.0,3.75,29.0,36.0,11.5,33.75,16.75,7.5,14.5,3.5,24.5,"SAS",92.66666,61.33333,28.33333,22.66666,6.5,16.5,20.33333,8.166666,32.33333,22.83333,8.333333,11.0,3.166666,22.16666,1
"TOR",105.7142,59.14285,29.0,23.28571,8.142857,23.28571,28.71428,10.42857,31.71428,19.85714,8.857142,12.28571,5.142857,22.0,"UTA",96.85714,54.0,27.57142,22.71428,8.0,17.71428,23.57142,9.571428,29.0,22.71428,6.428571,13.57142,4.142857,19.28571,1
"WAS",102.25,70.0,34.75,12.75,4.25,20.0,26.25,8.25,32.5,27.5,10.0,13.25,6.5,20.25,"ORL",93.0,64.28571,30.14285,16.28571,6.571428,13.0,18.42857,9.714285,33.42857,19.57142,6.571428,15.85714,4.0,22.14285,1
"LAL",101.5,69.0,31.16666,15.16666,4.5,25.66666,34.0,12.83333,30.0,19.66666,7.0,11.33333,4.0,25.83333,"GSW",103.8,54.4,28.2,25.2,9.2,19.8,25.0,8.6,36.6,22.6,9.4,21.4,7.0,23.8,0
"MIA",94.33333,51.0,25.0,23.0,9.166666,16.83333,24.16666,9.0,29.16666,20.16666,8.5,14.16666,4.0,20.66666,"MIL",93.5,60.0,30.33333,19.0,5.833333,15.33333,19.66666,7.833333,30.33333,20.66666,10.16666,16.33333,4.833333,23.83333,1
"NYK",92.57142,64.57142,29.85714,17.0,6.285714,14.0,18.0,10.57142,28.0,18.42857,6.571428,12.28571,3.0,24.57142,"DEN",100.2,59.6,28.2,24.8,8.4,18.6,26.4,11.8,30.8,19.4,6.0,14.2,5.4,26.2,0
"OKC",89.2,56.6,25.8,23.6,7.8,14.2,20.6,9.6,32.8,18.6,6.2,14.6,7.0,22.6,"HOU",101.0,45.33333,20.83333,31.66666,13.16666,19.83333,28.33333,13.16666,30.33333,20.83333,7.666666,15.83333,5.5,25.16666,0
"BOS",109.6666,61.83333,35.33333,23.0,7.666666,16.0,20.66666,10.16666,30.83333,27.33333,7.333333,15.16666,3.166666,22.33333,"PHX",107.0,67.5,32.5,25.0,8.25,17.25,21.25,10.75,31.5,25.25,8.5,13.0,4.75,26.0,1
"BKN",100.8,57.6,28.2,21.0,9.2,16.8,22.2,9.6,31.6,20.2,8.6,13.6,4.8,21.4,"MIA",101.2,53.0,27.0,23.4,8.8,20.8,26.4,7.2,29.2,25.8,9.0,13.0,2.4,22.4,0
"CHA",95.0,67.2,30.2,19.2,6.2,16.0,23.2,10.2,35.6,24.0,5.8,14.4,6.4,21.4,"DAL",101.6,61.6,32.8,24.2,7.6,13.2,16.8,10.2,30.4,22.2,7.6,8.8,4.0,20.4,0
"CLE",108.0,52.25,26.0,27.75,12.75,17.75,21.5,11.0,30.75,26.25,6.75,14.0,4.25,14.25,"DEN",101.1666,58.66666,28.33333,25.83333,9.0,17.5,24.5,11.33333,30.66666,20.33333,6.666666,14.33333,5.166666,24.83333,1
"DET",95.0,60.2,25.8,22.0,8.0,19.4,28.2,13.8,31.8,18.4,5.2,11.6,3.6,19.2,"ORL",94.75,62.87500,29.875,17.5,7.375,12.875,18.0,9.25,33.375,21.25,6.875,15.25,3.75,22.0,1
"LAC",98.85714,55.71428,28.0,24.28571,8.142857,18.42857,25.0,8.428571,30.28571,22.14285,6.714285,11.85714,6.571428,22.14285,"CHI",104.6666,53.33333,28.66666,21.33333,7.833333,23.83333,31.83333,9.333333,34.0,23.16666,6.333333,14.83333,5.0,20.5,0
"MEM",105.0,67.33333,33.83333,13.5,4.833333,22.83333,28.66666,11.16666,29.5,21.66666,8.5,11.33333,4.333333,20.83333,"HOU",99.85714,45.14285,21.57142,32.0,12.42857,19.42857,27.28571,12.71428,29.57142,21.28571,7.428571,16.57142,5.285714,24.28571,1
"POR",102.75,58.25,28.625,26.5,10.0,15.5,20.0,13.125,35.375,23.375,6.125,13.875,5.0,19.75,"NOP",96.25,64.5,29.75,22.75,7.25,15.0,20.5,11.75,28.25,20.75,8.75,9.75,5.25,23.25,1
"SAS",98.5,52.75,26.5,22.25,8.5,20.0,26.0,10.75,36.5,22.5,6.25,18.5,6.75,17.25,"PHI",82.0,58.33333,24.0,25.33333,6.5,14.5,24.16666,12.5,28.5,16.5,9.666666,17.83333,4.833333,23.33333,1
"ATL",105.6,53.8,29.0,23.4,9.0,20.6,26.6,8.8,30.8,24.4,9.0,12.2,4.6,17.2,"LAL",104.2,69.0,34.6,17.4,5.6,18.2,24.2,13.6,25.4,20.4,8.2,13.6,3.4,21.0,1
"MIL",94.8,67.0,31.2,17.8,5.8,15.0,20.6,16.0,32.6,23.2,7.4,16.0,4.8,23.4,"NYK",99.6,63.2,31.0,19.4,8.4,12.4,15.8,11.8,26.8,26.6,6.0,13.0,4.2,24.8,0
"SAC",101.0,67.2,31.2,14.2,3.8,27.2,34.6,12.6,34.0,18.0,6.6,14.6,3.2,22.6,"NOP",98.2,62.6,29.8,23.0,7.6,15.8,21.2,10.2,28.2,20.8,8.2,9.0,5.4,23.6,1
"UTA",98.6,55.6,29.4,23.4,7.2,18.2,23.4,12.0,32.6,20.4,6.6,14.4,6.0,18.2,"OKC",88.57142,56.85714,25.71428,21.14285,6.571428,17.42857,23.71428,10.85714,32.85714,19.14285,5.142857,15.28571,3.857142,22.28571,1
"BKN",103.6666,58.16666,29.33333,22.66666,9.166666,17.5,23.33333,9.666666,32.83333,21.16666,8.333333,14.66666,5.0,22.0,"MIL",97.57142,63.42857,32.14285,19.71428,5.714285,16.14285,20.85714,9.0,31.0,21.0,10.42857,15.85714,4.714285,24.42857,1
"CLE",104.4,54.8,26.8,25.8,11.6,16.0,19.8,10.8,30.2,25.6,6.8,14.4,4.4,15.6,"SAS",92.57142,60.85714,28.57142,21.71428,6.285714,16.57142,21.0,8.428571,32.28571,23.28571,8.714285,11.57142,3.285714,21.85714,1
"DEN",103.0,61.2,29.0,25.8,8.0,21.0,26.8,12.8,32.0,21.4,6.4,12.6,4.6,24.4,"OKC",90.0,56.75,25.75,21.375,7.0,17.5,23.875,11.125,31.99999,19.375,5.125,14.625,3.375,22.5,1
"DET",93.5,60.5,25.83333,22.5,7.833333,18.33333,26.66666,14.0,31.16666,18.83333,5.833333,12.0,3.166666,18.66666,"PHX",103.2,66.0,32.6,23.0,7.4,15.8,19.6,9.6,32.4,24.4,8.8,13.8,4.6,25.2,0
"HOU",93.8,42.2,20.2,35.0,10.8,21.0,30.8,10.6,34.2,17.4,11.0,19.6,6.2,22.2,"LAL",103.1666,69.33333,34.16666,17.83333,5.5,18.33333,24.0,13.66666,26.66666,19.83333,8.166666,13.5,3.333333,20.5,0
"IND",90.71428,59.42857,28.28571,20.85714,6.571428,14.42857,21.71428,12.28571,33.14285,16.28571,3.857142,14.42857,5.857142,18.71428,"CHA",93.14285,64.57142,29.57142,16.14285,5.857142,16.42857,22.14285,9.714285,29.85714,18.14285,5.571428,10.28571,2.428571,16.28571,0
"MIN",104.5,68.75,32.5,14.0,6.25,20.75,27.75,11.75,28.5,23.0,9.5,12.25,3.75,22.5,"NYK",99.5,61.5,30.0,18.83333,8.5,14.0,17.83333,11.16666,26.5,25.33333,6.0,14.5,4.0,24.33333,1
"ORL",99.2,63.4,30.8,18.6,7.2,16.0,22.4,9.0,34.6,21.4,4.8,16.2,3.6,23.8,"LAC",112.0,54.66666,28.66666,24.33333,10.33333,23.66666,29.0,4.333333,30.66666,25.0,8.666666,11.66666,4.333333,19.66666,0
"PHI",96.6,54.8,26.6,24.2,9.0,16.4,23.6,8.4,30.0,24.0,10.0,17.6,6.0,21.6,"BOS",102.5,67.25,35.0,23.75,6.25,13.75,18.75,12.5,33.0,26.5,9.0,13.5,5.25,20.75,0
"TOR",104.5,58.875,29.0,23.625,8.25,21.75,26.75,10.0,31.25,20.375,8.875,11.75,5.25,21.75,"MEM",90.83333,65.5,28.0,14.83333,5.666666,17.83333,22.33333,11.16666,30.5,18.83333,9.333333,12.83333,2.166666,18.66666,1
"WAS",102.2,68.4,33.2,14.6,5.4,19.6,25.2,8.4,32.6,27.0,9.6,13.2,5.8,21.6,"DAL",102.1666,60.33333,31.0,24.83333,8.333333,15.16666,18.83333,10.16666,31.0,21.5,7.166666,9.333333,4.166666,20.16666,1
"MIA",94.14285,49.57142,24.85714,23.42857,8.714285,18.28571,25.14285,8.571428,28.42857,18.85714,8.714285,13.85714,3.857142,19.85714,"LAC",111.5,52.5,29.0,26.0,11.0,20.5,26.0,4.25,30.75,26.5,8.0,12.0,3.25,20.0,0
"SAC",101.3333,67.33333,31.66666,12.83333,3.833333,26.5,33.33333,11.66666,33.83333,19.33333,6.333333,14.33333,3.333333,22.33333,"CHI",102.2857,55.0,29.0,21.0,7.428571,22.0,29.57142,9.857142,33.28571,23.14285,6.285714,14.71428,4.857142,21.28571,0
"ATL",104.5,54.16666,29.66666,23.5,8.333333,20.16666,26.5,8.666666,32.0,23.66666,8.666666,11.66666,4.666666,17.33333,"DET",91.0,61.28571,27.14285,23.0,7.714285,13.57142,19.28571,10.57142,35.0,16.85714,5.0,13.14285,5.142857,22.28571,1
"CHA",95.83333,67.83333,31.0,19.33333,6.333333,14.83333,21.83333,10.16666,35.5,23.66666,5.5,13.16666,6.5,22.16666,"ORL",95.88888,63.22222,30.44444,17.33333,7.0,14.0,19.55555,8.888888,33.77777,20.22222,6.333333,14.44444,3.888888,21.22222,0
"DAL",119.1428,55.85714,32.85714,27.85714,11.14285,20.0,25.42857,10.85714,29.71428,27.85714,7.428571,11.57142,6.571428,20.14285,"LAL",103.5714,69.71428,34.85714,17.14285,5.428571,17.57142,23.57142,13.57142,25.71428,20.42857,7.428571,13.0,3.428571,21.0,1
"DEN",105.3333,60.66666,29.5,25.5,8.5,20.83333,26.5,12.0,32.16666,21.83333,6.666666,12.16666,5.5,24.33333,"NOP",98.0,62.5,29.16666,21.83333,7.166666,18.16666,23.33333,9.833333,28.83333,20.5,8.0,9.5,5.0,23.33333,1
"GSW",111.3333,55.83333,32.16666,25.16666,10.16666,16.5,20.33333,8.0,34.66666,28.33333,7.666666,16.5,4.833333,20.5,"UTA",95.75,55.375,27.75,22.0,7.75,17.0,23.0,10.125,29.25,23.125,7.125,14.25,4.25,18.875,1
"MEM",106.7142,68.42857,34.71428,13.85714,5.285714,21.42857,26.57142,10.85714,31.14285,23.0,7.857142,11.71428,4.285714,20.14285,"BOS",102.0,66.0,33.8,24.4,6.8,14.0,19.2,11.8,32.2,25.6,8.6,13.2,5.6,19.4,1
"MIN",102.0,70.4,32.6,13.8,5.8,19.4,26.6,11.6,27.4,21.6,10.0,12.0,3.6,21.4,"SAS",96.125,61.125,29.125,21.625,7.125,16.5,20.625,9.125,33.125,23.625,8.375,12.625,4.25,21.875,1
"OKC",89.66666,58.0,27.16666,23.0,7.166666,13.83333,20.33333,10.16666,31.16666,18.5,6.666666,14.33333,7.333333,23.0,"BKN",98.5,61.66666,31.5,19.33333,5.333333,19.5,23.0,9.666666,31.33333,17.66666,5.333333,14.33333,4.0,22.0,0
"PHI",96.5,54.83333,27.5,24.0,8.166666,17.0,25.16666,8.666666,29.83333,23.0,10.0,17.5,5.166666,21.83333,"PHX",106.3333,64.16666,32.33333,24.33333,8.333333,16.66666,20.16666,9.833333,32.83333,24.33333,9.166666,13.66666,3.833333,25.16666,0
"POR",103.0,58.77777,28.77777,25.33333,9.888888,15.77777,20.22222,12.33333,35.88888,23.66666,6.333333,14.22222,5.0,19.66666,"CHI",100.375,55.75,28.125,21.125,7.5,21.625,29.375,10.0,33.75,22.0,6.625,14.625,4.5,20.875,1
"TOR",106.6666,59.11111,29.11111,23.77777,9.0,21.44444,26.44444,10.55555,32.44444,21.11111,8.777777,12.22222,5.111111,22.0,"MIL",95.625,62.25,30.75000,19.75,5.75,16.875,22.25,8.875,29.875,20.75,10.5,15.375,4.25,23.625,1
"WAS",100.3333,69.33333,33.83333,13.83333,5.166666,17.16666,22.5,8.666666,33.0,26.5,9.666666,13.83333,5.666666,21.5,"CLE",101.0,63.33333,29.0,20.83333,6.333333,24.0,30.0,10.5,30.5,17.0,7.166666,12.16666,3.833333,19.16666,0
"CLE",102.5,56.5,27.66666,24.16666,10.16666,16.66666,21.33333,10.83333,31.0,25.33333,6.333333,15.0,4.666666,17.66666,"TOR",107.5,63.0,30.25,19.25,5.75,29.75,38.0,9.5,24.5,15.5,7.75,8.0,4.75,23.25,0
"HOU",94.0,41.16666,19.33333,36.83333,11.5,20.83333,29.5,11.16666,34.0,17.33333,10.5,19.16666,5.166666,22.33333,"DAL",100.7142,59.28571,30.71428,26.28571,8.0,15.28571,19.28571,11.0,31.42857,20.85714,7.0,10.0,4.285714,20.42857,0
"IND",89.75,59.625,27.75,21.125,6.625,14.375,21.5,12.625,33.0,16.5,4.5,14.375,5.75,18.875,"PHX",106.2857,62.71428,31.42857,25.28571,8.857142,16.85714,20.14285,10.28571,33.57142,23.28571,9.285714,13.42857,3.857142,24.28571,0
"MIL",95.66666,67.33333,31.16666,17.33333,5.666666,16.33333,21.5,14.66666,31.83333,22.83333,8.0,15.66666,5.166666,22.83333,"WAS",98.33333,65.66666,32.0,16.33333,5.666666,17.33333,24.33333,12.0,32.33333,22.83333,7.833333,13.16666,3.5,24.66666,0
"MIN",101.8333,70.83333,32.33333,14.33333,5.833333,19.66666,26.66666,12.16666,26.5,21.83333,10.0,11.66666,4.166666,21.83333,"SAC",105.1428,61.85714,30.57142,16.71428,5.428571,27.71428,33.85714,12.0,35.14285,19.14285,6.285714,15.85714,4.285714,25.42857,0
"NYK",92.375,62.625,29.5,17.0,6.25,14.625,18.375,10.0,28.75,18.0,6.625,13.0,2.875,24.25,"PHI",82.14285,57.0,23.71428,25.42857,6.714285,14.57142,24.28571,12.14285,28.14285,16.0,9.428571,17.85714,4.285714,23.0,1
"ORL",98.0,63.16666,31.0,18.16666,6.5,16.5,23.16666,10.5,33.16666,20.83333,5.666666,15.83333,3.333333,23.16666,"MIA",100.8333,51.66666,26.66666,23.83333,9.333333,19.5,25.0,7.166666,28.66666,24.33333,8.666666,13.5,2.833333,22.0,0
"SAS",98.6,53.8,27.8,22.0,8.4,17.8,23.0,9.8,37.6,23.8,6.4,17.6,7.2,15.6,"BKN",96.85714,62.0,30.57142,20.42857,5.857142,18.14285,21.14285,10.14285,31.28571,18.57142,5.285714,13.85714,4.142857,20.85714,1
"UTA",97.83333,55.83333,29.16666,21.83333,6.833333,19.0,24.33333,11.83333,32.33333,19.5,6.5,15.0,6.333333,19.33333,"NOP",99.14285,64.42857,30.42857,21.14285,6.714285,18.14285,23.14285,11.0,28.42857,20.28571,8.428571,9.428571,5.285714,23.14285,0
"BOS",106.5714,63.28571,34.85714,23.0,7.285714,15.0,19.42857,10.42857,31.28571,25.85714,8.0,14.14285,2.857142,21.28571,"POR",105.0,58.5,27.5,25.75,10.5,18.5,22.0,10.25,35.25,23.75,5.25,14.0,5.75,21.5,1
"LAL",100.4285,68.42857,31.0,16.42857,4.285714,25.57142,34.0,12.28571,31.57142,19.0,7.428571,11.57142,4.285714,26.14285,"DEN",101.1428,57.85714,27.71428,27.42857,9.142857,18.28571,26.42857,11.71428,32.42857,20.28571,6.714285,14.57142,4.714285,25.28571,0
"MEM",106.75,67.875,34.75,14.75,5.5,20.75,26.125,11.0,32.25,22.625,7.25,12.375,4.125,20.25,"LAC",107.4,52.4,28.2,25.8,10.2,20.4,26.4,4.4,30.0,24.0,8.4,11.6,2.8,21.4,0
"MIA",94.125,48.75,24.5,23.375,9.0,18.125,24.375,7.875,29.0,18.875,8.125,14.125,4.0,19.375,"CHA",93.125,63.75,29.625,16.75,6.0,15.87499,21.375,9.125,29.625,18.125,6.0,10.375,2.25,16.625,1
"OKC",89.14285,60.14285,27.42857,22.14285,6.571428,14.57142,21.28571,10.57142,33.0,17.71428,6.142857,13.85714,8.0,23.0,"GSW",101.6666,56.66666,27.83333,25.16666,8.833333,19.5,24.83333,9.333333,37.0,23.16666,9.0,19.33333,7.166666,22.83333,0
"CHA",95.28571,66.0,30.71428,19.42857,5.714285,16.71428,23.71428,9.428571,34.42857,23.28571,5.571428,12.0,6.142857,21.42857,"LAC",108.3333,53.0,28.5,26.83333,11.0,18.33333,23.66666,5.0,30.83333,24.66666,7.333333,11.0,2.666666,21.83333,0
"CLE",103.0,57.71428,28.85714,23.0,9.571428,16.57142,21.42857,11.0,31.14285,26.0,7.428571,14.57142,5.285714,18.42857,"ORL",93.7,63.2,29.8,17.3,6.8,13.7,19.1,9.3,33.1,19.6,6.2,14.7,3.8,20.8,1
"DAL",116.75,55.875,32.75,27.375,10.75,19.0,24.875,10.25,29.875,27.0,7.25,11.625,6.5,21.125,"IND",95.83333,57.5,26.16666,24.66666,8.833333,17.0,21.66666,12.16666,35.5,19.33333,4.333333,15.0,5.833333,21.66666,1
"HOU",93.57142,41.0,19.14285,36.71428,11.85714,19.71428,28.0,11.0,33.14285,17.57142,10.85714,18.71428,5.0,21.85714,"NYK",97.57142,60.42857,29.85714,19.28571,8.142857,13.42857,17.42857,10.85714,27.14285,25.28571,6.285714,14.85714,4.142857,23.71428,0
"PHI",97.57142,57.85714,29.57142,21.71428,7.0,17.42857,25.0,8.428571,28.71428,23.71428,10.14285,16.42857,5.285714,21.57142,"POR",106.8,59.2,29.4,26.0,9.8,18.6,22.2,11.8,35.0,25.0,5.4,14.2,5.6,21.0,0
"TOR",106.4,59.7,29.5,23.1,8.5,21.9,27.0,10.3,32.1,21.1,8.8,12.2,4.9,21.8,"PHX",105.5,61.25,30.625,26.25,9.5,15.75,19.0,10.375,33.25,23.125,8.875,14.25,3.75,24.5,1
"UTA",97.42857,58.85714,30.57142,20.0,6.285714,17.42857,22.28571,11.71428,32.0,19.85714,6.857142,14.71428,6.285714,19.42857,"CHI",100.0,55.33333,28.0,21.0,7.666666,21.0,28.66666,9.666666,33.11111,21.77777,6.888888,14.77777,4.333333,20.11111,0
"DEN",106.5714,61.85714,30.28571,24.14285,8.428571,20.71428,26.57142,12.28571,32.0,21.85714,6.428571,12.42857,5.714285,24.42857,"CHI",100.9,55.9,28.0,21.0,7.6,22.1,29.5,9.8,32.4,21.6,7.1,14.5,4.3,20.3,1
"MIA",94.44444,50.22222,24.33333,23.33333,9.111111,18.44444,24.66666,8.333333,28.88888,18.55555,8.0,13.55555,4.0,19.66666,"GSW",103.4285,55.28571,28.14285,25.57142,9.428571,18.85714,24.57142,8.714285,37.42857,22.85714,8.571428,18.14285,7.428571,23.0,0
"MIL",96.0,67.42857,30.85714,18.0,6.285714,15.42857,20.28571,15.28571,31.71428,22.71428,8.142857,15.71428,4.714285,23.0,"DET",90.375,60.875,27.375,22.625,7.625,12.75,19.0,10.25,34.125,17.625,5.25,13.875,5.125,21.75,1
"NOP",107.0,67.66666,34.83333,18.33333,7.0,16.33333,23.5,12.66666,33.0,23.83333,7.0,11.66666,8.0,22.0,"SAC",104.375,62.0,30.75,16.375,5.375,26.75,32.625,11.375,34.625,18.75,6.625,15.0,4.25,25.0,1
